item,skill_tokusyukouka,hosei_per,hosei_value,kougekizi_no_kakuritu_hosei,hanekaesu_kakuritu_hosei,tern_kaisizi_sentou_syuuryouzi,condition,genkaitoppa,rensei
"ドラゴンメイル下","スキルの体技ダメージ",,,,,,"【バトマス】",,
"ドラゴンメイル下","斬撃・体技耐性",1,,,,,,,
"ドラゴンメイル下","ヒャド属性斬撃・体技ダメージ",6,,,,,,,
"ドラゴンメイル下","麻痺耐性",5,,,,,,,
"ドラゴンメイル下","きようさ",,5,,,,,,
"ドラゴンメイル下","守備力",,5,,,,,,
"ドラゴンメイル下","守備減耐性",10,,,,,,,
"ドラゴンメイル下","攻撃力",,7,,,,,1,
"ドラゴンメイル下","すばやさ",,10,,,,,2,
"ドラゴンメイル下","守備力",,5,,,,,3,
"ドラゴンメイル下","さいだいHP",,10,,,,,4,
"冒険の歩み","スキルの体技ダメージ",3,,,,,,,
"冒険の歩み","ヒャド属性斬撃・体技ダメージ",3,,,,,,,
"冒険の歩み","メラ属性斬撃・体技ダメージ",3,,,,,,,
"獅子王の帽子","悪魔系への耐性",5,,,,,,,
"獅子王の帽子","さいだいMP",,5,,,,,,
"獅子王の帽子","きようさ",,10,,,,,,
"獅子王の帽子","ドルマ属性ダメージ",,,,,,"【まもマス】",,
"獅子王の帽子","ドルマ属性ダメージ",,,,,,"【レンジャ】",,
"獅子王の帽子","ドルマ属性ダメージ",5,,,,,,,
"獅子王の帽子","けもの系への耐性",5,,,,,,,
"獅子王の帽子","守備力",,5,,,,,,
"獅子王の帽子","鳥系への耐性",5,,,,,,,
"獅子王の帽子","戦闘終了時にMPを回復する",,,,,2,,,
"獅子王の帽子","けもの系への耐性",5,,,,,,,
"獅子王の帽子","攻撃力",,7,,,,,1,
"獅子王の帽子","すばやさ",,10,,,,,2,
"獅子王の帽子","守備力",,5,,,,,3,
"獅子王の帽子","さいだいHP",,10,,,,,4,
"獅子王の服・上","イオ属性耐性",5,,,,,,,
"獅子王の服・上","さいだいMP",,5,,,,,,
"獅子王の服・上","きようさ",,10,,,,,,
"獅子王の服・上","ドルマ属性ダメージ",,,,,,"【まもマス】",,
"獅子王の服・上","ドルマ属性ダメージ",,,,,,"【レンジャ】",,
"獅子王の服・上","ドルマ属性ダメージ",5,,,,,,,
"獅子王の服・上","ドルマ属性耐性",5,,,,,,,
"獅子王の服・上","守備力",,5,,,,,,
"獅子王の服・上","イオ属性耐性",5,,,,,,,
"獅子王の服・上","戦闘終了時にMPを回復する",,,,,2,,,
"獅子王の服・上","ドルマ属性耐性",5,,,,,,,
"獅子王の服・上","攻撃力",,7,,,,,1,
"獅子王の服・上","すばやさ",,10,,,,,2,
"獅子王の服・上","守備力",,5,,,,,3,
"獅子王の服・上","さいだいHP",,10,,,,,4,
"獅子王の服・下","怯え耐性",10,,,,,,,
"獅子王の服・下","さいだいMP",,5,,,,,,
"獅子王の服・下","きようさ",,10,,,,,,
"獅子王の服・下","ドルマ属性ダメージ",,,,,,"【まもマス】",,
"獅子王の服・下","ドルマ属性ダメージ",,,,,,"【レンジャ】",,
"獅子王の服・下","ドルマ属性ダメージ",5,,,,,,,
"獅子王の服・下","混乱耐性",5,,,,,,,
"獅子王の服・下","守備力",,5,,,,,,
"獅子王の服・下","怯え耐性",5,,,,,,,
"獅子王の服・下","戦闘終了時にMPを回復する",,,,,2,,,
"獅子王の服・下","混乱耐性",5,,,,,,,
"獅子王の服・下","攻撃力",,7,,,,,1,
"獅子王の服・下","すばやさ",,10,,,,,2,
"獅子王の服・下","守備力",,5,,,,,3,
"獅子王の服・下","さいだいHP",,10,,,,,4,
"ゴーレムヘッド","なし",,,,,,,,
"ゴーレムヘッド","守備減耐性",5,,,,,,1,
"ゴーレムヘッド","守備力",,2,,,,,2,
"ゴーレムヘッド","すばやさ",,3,,,,,3,
"ゴーレムヘッド","さいだいHP",,2,,,,,4,
"あくま神官のマスク","なし",,,,,,,,
"あくま神官のマスク","封印耐性",5,,,,,,1,
"あくま神官のマスク","守備力",,2,,,,,2,
"あくま神官のマスク","すばやさ",,3,,,,,3,
"あくま神官のマスク","さいだいHP",,2,,,,,4,
"ゴーレムボディ","なし",,,,,,,,
"ゴーレムボディ","守備減耐性",5,,,,,,1,
"ゴーレムボディ","守備力",,2,,,,,2,
"ゴーレムボディ","すばやさ",,3,,,,,3,
"ゴーレムボディ","さいだいHP",,2,,,,,4,
"あくま神官のローブ","なし",,,,,,,,
"あくま神官のローブ","封印耐性",5,,,,,,1,
"あくま神官のローブ","守備力",,2,,,,,2,
"あくま神官のローブ","すばやさ",,3,,,,,3,
"あくま神官のローブ","さいだいHP",,2,,,,,4,
"まものマスターのすず","なし",,,,,,,,
"オルテガのかぶと","なし",,,,,,,,
"オルテガのかぶと","攻撃力",,2,,,,,1,
"オルテガのかぶと","守備力",,2,,,,,2,
"オルテガのかぶと","すばやさ",,3,,,,,3,
"オルテガのかぶと","さいだいHP",,2,,,,,4,
"オルテガの服上","なし",,,,,,,,
"オルテガの服上","すばやさ",,3,,,,,1,
"オルテガの服上","守備力",,3,,,,,2,
"オルテガの服上","きようさ",,3,,,,,3,
"オルテガの服上","さいだいHP",,2,,,,,4,
"オルテガの服下","攻撃減耐性",5,,,,,,1,
"オルテガの服下","守備力",,2,,,,,2,
"オルテガの服下","すばやさ",,3,,,,,3,
"オルテガの服下","さいだいHP",,2,,,,,4,
"くさなぎの鉢金","ゾンビ系への耐性",5,,,,,,,
"くさなぎの鉢金","守備力",,5,,,,,,
"くさなぎの鉢金","水系への耐性",5,,,,,,,
"くさなぎの鉢金","ジバリア属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"くさなぎの鉢金","スキルの斬撃ダメージ",,,,,,"【バトマス】",,
"くさなぎの鉢金","さいだいMP",,5,,,,"【バトマス】",,
"くさなぎの鉢金","ジバリア属性斬撃・体技ダメージ",6,,,,,,,
"くさなぎの鉢金","ゾンビ系への耐性",5,,,,,,,
"くさなぎの鉢金","きようさ",,5,,,,,,
"くさなぎの鉢金","ドラゴン系への耐性",5,,,,,,,
"くさなぎの鉢金","攻撃力",,7,,,,,1,
"くさなぎの鉢金","すばやさ",,10,,,,,2,
"くさなぎの鉢金","守備力",,5,,,,,3,
"くさなぎの鉢金","さいだいHP",,10,,,,,4,
"くさなぎの戦羽織","ドルマ属性耐性",5,,,,,,,
"くさなぎの戦羽織","守備力",,5,,,,,,
"くさなぎの戦羽織","イオ属性耐性",5,,,,,,,
"くさなぎの戦羽織","ジバリア属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"くさなぎの戦羽織","スキルの斬撃ダメージ",,,,,,"【バトマス】",,
"くさなぎの戦羽織","さいだいMP",,5,,,,"【バトマス】",,
"くさなぎの戦羽織","ジバリア属性斬撃・体技ダメージ",6,,,,,,,
"くさなぎの戦羽織","メラ属性耐性",5,,,,,,,
"くさなぎの戦羽織","きようさ",,5,,,,,,
"くさなぎの戦羽織","イオ属性耐性",5,,,,,,,
"くさなぎの戦羽織","攻撃力",,7,,,,,1,
"くさなぎの戦羽織","すばやさ",,10,,,,,2,
"くさなぎの戦羽織","守備力",,5,,,,,3,
"くさなぎの戦羽織","さいだいHP",,10,,,,,4,
"くさなぎの戦袴","守備減耐性",10,,,,,,,
"くさなぎの戦袴","守備力",,5,,,,,,
"くさなぎの戦袴","攻撃減耐性",10,,,,,,,
"くさなぎの戦袴","ジバリア属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"くさなぎの戦袴","スキルの斬撃ダメージ",,,,,,"【バトマス】",,
"くさなぎの戦袴","さいだいMP",,5,,,,"【バトマス】",,
"くさなぎの戦袴","ジバリア属性斬撃・体技ダメージ",6,,,,,,,
"くさなぎの戦袴","守備減耐性",10,,,,,,,
"くさなぎの戦袴","きようさ",,5,,,,,,
"くさなぎの戦袴","攻撃減耐性",10,,,,,,,
"くさなぎの戦袴","攻撃力",,7,,,,,1,
"くさなぎの戦袴","すばやさ",,10,,,,,2,
"くさなぎの戦袴","守備力",,5,,,,,3,
"くさなぎの戦袴","さいだいHP",,10,,,,,4,
"封竜の髪飾り","けもの系への耐性",5,,,,,,,
"封竜の髪飾り","ゾンビ系への耐性",5,,,,,,,
"封竜の髪飾り","とくぎHP回復効果",4,,,,,,,
"封竜の髪飾り","スキルHP回復効果",,,,,,"【スパスタ】",,
"封竜の髪飾り","ブレス耐性",1,,,,,,,
"封竜の髪飾り","けもの系への耐性",5,,,,,,,
"封竜の髪飾り","かいふく魔力",,5,,,,"【スパスタ】",,
"封竜の髪飾り","さいだいHP",,5,,,,,,
"封竜の髪飾り","すばやさ",,15,,,,,,
"封竜の髪飾り","ドラゴン系への耐性",5,,,,,,,
"封竜の髪飾り","かいふく魔力",,5,,,,,1,
"封竜の髪飾り","さいだいMP",,7,,,,,2,
"封竜の髪飾り","さいだいHP",,5,,,,,3,
"封竜の髪飾り","守備力",,7,,,,,4,
"封竜の巫女装束上","ドルマ属性耐性",5,,,,,,,
"封竜の巫女装束上","イオ属性耐性",5,,,,,,,
"封竜の巫女装束上","とくぎHP回復効果",4,,,,,,,
"封竜の巫女装束上","スキルHP回復効果",,,,,,"【スパスタ】",,
"封竜の巫女装束上","ブレス耐性",1,,,,,,,
"封竜の巫女装束上","ドルマ属性耐性",5,,,,,,,
"封竜の巫女装束上","かいふく魔力",,5,,,,"【スパスタ】",,
"封竜の巫女装束上","さいだいHP",,5,,,,,,
"封竜の巫女装束上","すばやさ",,15,,,,,,
"封竜の巫女装束上","イオ属性耐性",5,,,,,,,
"封竜の巫女装束上","かいふく魔力",,5,,,,,1,
"封竜の巫女装束上","さいだいMP",,7,,,,,2,
"封竜の巫女装束上","さいだいHP",,5,,,,,3,
"封竜の巫女装束上","守備力",,7,,,,,4,
"封竜の巫女装束下","怯え耐性",5,,,,,,,
"封竜の巫女装束下","呪い耐性",5,,,,,,,
"封竜の巫女装束下","とくぎHP回復効果",4,,,,,,,
"封竜の巫女装束下","スキルHP回復効果",,,,,,"【スパスタ】",,
"封竜の巫女装束下","ブレス耐性",1,,,,,,,
"封竜の巫女装束下","怯え耐性",5,,,,,,,
"封竜の巫女装束下","かいふく魔力",,5,,,,"【スパスタ】",,
"封竜の巫女装束下","さいだいHP",,5,,,,,,
"封竜の巫女装束下","すばやさ",,15,,,,,,
"封竜の巫女装束下","呪い耐性",5,,,,,,,
"封竜の巫女装束下","かいふく魔力",,5,,,,,1,
"封竜の巫女装束下","さいだいMP",,7,,,,,2,
"封竜の巫女装束下","さいだいHP",,5,,,,,3,
"封竜の巫女装束下","守備力",,7,,,,,4,
"金梅花の玉かんざし","スキルHP回復効果",1,,,,,,,
"破邪の大魔法書の写本","装備することでメガモンスター豪氷天の氷魔の結界を打ち破る",,,,,,,,
"守護神の戦兜","マシン系への耐性",5,,,,,,,
"守護神の戦兜","豪氷天グリザードへのダメージ",10,,,,,,,
"守護神の戦兜","悪魔系への耐性",5,,,,,,,
"守護神の戦兜","ドルマ属性斬撃・体技ダメージ",,,,,,"【雨/雪】",,
"守護神の戦兜","スキルの体技ダメージ",,,,,,"【海賊】",,
"守護神の戦兜","スキルの体技ダメージ",,,,,,"【バトマス】",,
"守護神の戦兜","ドルマ属性斬撃・体技ダメージ",6,,,,,,,
"守護神の戦兜","マシン系への耐性",5,,,,,,,
"守護神の戦兜","きようさ",,5,,,,,,
"守護神の戦兜","守備力",,5,,,,,,
"守護神の戦兜","虫系への耐性",5,,,,,,,
"守護神の戦兜","攻撃力",,7,,,,,1,
"守護神の戦兜","すばやさ",,10,,,,,2,
"守護神の戦兜","守備力",,5,,,,,3,
"守護神の戦兜","さいだいHP",,10,,,,,4,
"守護神の戦鎧上","ヒャド属性耐性",5,,,,,,,
"守護神の戦鎧上","豪氷天グリザードへの耐性",10,,,,,,,
"守護神の戦鎧上","イオ属性耐性",5,,,,,,,
"守護神の戦鎧上","ドルマ属性斬撃・体技ダメージ",,,,,,"【雨/雪】",,
"守護神の戦鎧上","スキルの体技ダメージ",,,,,,"【海賊】",,
"守護神の戦鎧上","スキルの体技ダメージ",,,,,,"【バトマス】",,
"守護神の戦鎧上","ドルマ属性斬撃・体技ダメージ",6,,,,,,,
"守護神の戦鎧上","イオ属性耐性",5,,,,,,,
"守護神の戦鎧上","きようさ",,5,,,,,,
"守護神の戦鎧上","守備力",,7,,,,,,
"守護神の戦鎧上","バギ属性耐性",5,,,,,,,
"守護神の戦鎧上","攻撃力",,7,,,,,1,
"守護神の戦鎧上","守備力",,5,,,,,2,
"守護神の戦鎧上","すばやさ",,10,,,,,3,
"守護神の戦鎧上","さいだいHP",,10,,,,,4,
"守護神の戦鎧下","攻撃減耐性",10,,,,,,,
"守護神の戦鎧下","豪氷天グリザードへの耐性",10,,,,,,,
"守護神の戦鎧下","眠り耐性",5,,,,,,,
"守護神の戦鎧下","ドルマ属性斬撃・体技ダメージ",,,,,,"【雨/雪】",,
"守護神の戦鎧下","スキルの体技ダメージ",,,,,,"【海賊】",,
"守護神の戦鎧下","スキルの体技ダメージ",,,,,,"【バトマス】",,
"守護神の戦鎧下","ドルマ属性斬撃・体技ダメージ",6,,,,,,,
"守護神の戦鎧下","眠り耐性",5,,,,,,,
"守護神の戦鎧下","きようさ",,5,,,,,,
"守護神の戦鎧下","守備力",,7,,,,,,
"守護神の戦鎧下","攻撃減耐性",10,,,,,,,
"守護神の戦鎧下","攻撃力",,7,,,,,1,
"守護神の戦鎧下","すばやさ",,10,,,,,2,
"守護神の戦鎧下","守備力",,5,,,,,3,
"守護神の戦鎧下","さいだいHP",,10,,,,,4,
"英知の羽根飾り","ドラゴン系への耐性",5,,,,,,,
"英知の羽根飾り","ジバリア属性じゅもんダメージ",,,,,,"【賢者】",,
"英知の羽根飾り","けもの系への耐性",5,,,,,,,
"英知の羽根飾り","守備力",,5,,,,"【賢者】",,
"英知の羽根飾り","バギ属性呪文ダメージ",,,,,,"【雨/雪】",,
"英知の羽根飾り","じゅもんダメージ",,,,,,"【賢者】",,
"英知の羽根飾り","バギ属性じゅもんダメージ",6,,,,,,,
"英知の羽根飾り","物質系への耐性",5,,,,,,,
"英知の羽根飾り","守備力",,7,,,,,,
"英知の羽根飾り","物質系への耐性",5,,,,,,,
"英知の羽根飾り","こうげき魔力",,7,,,,,1,
"英知の羽根飾り","すばやさ",,10,,,,,2,
"英知の羽根飾り","守備力",,5,,,,,3,
"英知の羽根飾り","さいだいHP",,10,,,,,4,
"英知のころも上","バギ属性耐性",5,,,,,,,
"英知のころも上","ジバリア属性じゅもんダメージ",,,,,,"【賢者】",,
"英知のころも上","ギラ属性耐性",5,,,,,,,
"英知のころも上","さいだいHP",,5,,,,"【賢者】",,
"英知のころも上","バギ属性じゅもんダメージ",,,,,,"【雨/雪】",,
"英知のころも上","じゅもんダメージ",,,,,,"【賢者】",,
"英知のころも上","バギ属性じゅもんダメージ",6,,,,,,,
"英知のころも上","バギ属性耐性",5,,,,,,,
"英知のころも上","守備力",,7,,,,,,
"英知のころも上","ヒャド属性耐性",5,,,,,,,
"英知のころも上","こうげき魔力",,7,,,,,1,
"英知のころも上","すばやさ",,10,,,,,2,
"英知のころも上","守備力",,5,,,,,3,
"英知のころも上","さいだいHP",,10,,,,,4,
"英知のころも下","麻痺耐性",5,,,,,,,
"英知のころも下","ジバリア属性じゅもんダメージ",,,,,,"【賢者】",,
"英知のころも下","眠り耐性",5,,,,,,,
"英知のころも下","さいだいHP",,5,,,,"【賢者】",,
"英知のころも下","バギ属性じゅもんダメージ",,,,,,"【雨/雪】",,
"英知のころも下","じゅもんダメージ",,,,,,"【賢者】",,
"英知のころも下","バギ属性じゅもんダメージ",6,,,,,,,
"英知のころも下","麻痺耐性",5,,,,,,,
"英知のころも下","守備力",,7,,,,,,
"英知のころも下","眠り耐性",5,,,,,,,
"英知のころも下","こうげき魔力",,7,,,,,1,
"英知のころも下","すばやさ",,10,,,,,2,
"英知のころも下","守備力",,5,,,,,3,
"英知のころも下","さいだいHP",,10,,,,,4,
"破邪の大魔法書","装備することでメガモンスター豪氷天の氷魔の結界を打ち破る",,,,,,,,
"破邪の大魔法書","じゅもんダメージ",2,,,,,,,
"しんぴのかぶと","スライム系への耐性",5,,,,,,,
"しんぴのかぶと","ターン開始時HPを回復する",,,,,5,,,
"しんぴのかぶと","怪人系への耐性",5,,,,,,,
"しんぴのかぶと","イオ属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"しんぴのかぶと","スキルの斬撃ダメージ",,,,,,"【バトマス】",,
"しんぴのかぶと","スキルHP回復効果",,,,,,"【パラディン】",,
"しんぴのかぶと","イオ属性斬撃・体技ダメージ",6,,,,,,,
"しんぴのかぶと","スライム系への耐性",5,,,,,,,
"しんぴのかぶと","きようさ",,5,,,,,,
"しんぴのかぶと","守備力",,5,,,,,,
"しんぴのかぶと","怪人系への耐性",5,,,,,,,
"しんぴのかぶと","攻撃力",,7,,,,,1,
"しんぴのかぶと","すばやさ",,10,,,,,2,
"しんぴのかぶと","守備力",,5,,,,,3,
"しんぴのかぶと","さいだいHP",,10,,,,,4,
"しんぴの盾","ビッグシールド",,,,,,,,
"しんぴの盾","ターン開始時HPを回復する",,,,,5,,,
"しんぴの盾","さいだいMP",,10,,,,,,
"しんぴの盾","まもりのたて",,,,,,,,
"しんぴの盾","会心率",,,,,,"【バトマス】",,
"しんぴの盾","ガード率",,,,,,"【パラディン】",,
"しんぴの盾","イオ属性ダメージ",5,,,,,,,
"しんぴの盾","攻撃力",,10,,,,,,
"しんぴの盾","すばやさ",,10,,,,,,
"しんぴの盾","ガード率",1,,,,,,,
"しんぴの盾","こうげき魔力",,10,,,,,1,
"しんぴの盾","ガード率",1,,,,,,2,
"しんぴの盾","すばやさ",,5,,,,,3,
"しんぴの盾","ガード率",2,,,,,,4,
"しんぴのよろい上","メラ属性耐性",5,,,,,,,
"しんぴのよろい上","ターン開始時HPを回復する",,,,,5,,,
